Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46059010,2020,April,Night,20,2020,April,Night,21,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385.0,65-45 OTTO ROAD,OTTO ROAD,65 STREET,66 STREET,65 STREET,66 STREET,nan,RIDGEWOOD,OTTO ROAD,nan,Closed,nan,The Police Department responded and upon arrival those responsible for the condition were gone.,2020,April,Night,1,05 QUEENS,4036670625.0,QUEENS,1014592.0,195890.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.70429754128402,-73.89056595025376,"(40.704297541284014, -73.89056595025376)"
46684974,2020,June,Night,10,2020,June,Night,11,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435.0,111-62 INWOOD STREET,INWOOD STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,nan,JAMAICA,INWOOD STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,June,Night,15,12 QUEENS,4119610075.0,QUEENS,1040192.0,189073.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.685461692718356,-73.79829167001336,"(40.68546169271836, -73.79829167001336)"
48160640,2020,November,Afternoon,2,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213.0,712 CROWN STREET,CROWN STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,17,09 BROOKLYN,3014190006.0,BROOKLYN,1002613.0,181687.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.665346530124594,-73.93380912094888,"(40.665346530124594, -73.93380912094888)"
48160641,2020,November,Afternoon,15,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11225.0,576 EASTERN PARKWAY,EASTERN PARKWAY,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2020,November,Evening,19,09 BROOKLYN,3012690020.0,BROOKLYN,998311.0,183303.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.669789966830116,-73.9493126440319,"(40.66978996683012, -73.9493126440319)"
47907547,2020,October,Evening,7,2020,October,Evening,8,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419.0,105-41 131 STREET,131 STREET,BEND,VAN SICLEN STREET,BEND,VAN SICLEN STREET,nan,SOUTH RICHMOND HILL,131 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,12,10 QUEENS,4095910036.0,QUEENS,1035930.0,189968.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.68794416824461,-73.81365211759288,"(40.687944168244606, -73.81365211759287)"
47650329,2020,September,Night,8,2020,September,Night,12,DSNY,BCC - Queens East,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11367.0,147-08 70 AVENUE,70 AVENUE,147 STREET,DEAD END,nan,nan,ADDRESS,Flushing,nan,DSNY Garage,Closed,nan,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,2020,September,Night,12,08 QUEENS,4066470005.0,QUEENS,1033895.0,205280.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.72998354109429,-73.82087700510444,"(40.72998354109429, -73.82087700510444)"
47907548,2020,October,Evening,16,2020,October,Evening,12,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11226.0,2703 TILDEN AVENUE,TILDEN AVENUE,ROGERS AVENUE,EAST 28 STREET,nan,nan,ADDRESS,BROOKLYN,nan,DSNY Garage,Closed,nan,The Department of Sanitation Investigated and found that the vehicle was not at the reported location.,2020,October,Evening,22,17 BROOKLYN,3051290033.0,BROOKLYN,997601.0,174921.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.64678432123115,-73.95188866020688,"(40.646784321231145, -73.95188866020688)"
48034752,2020,October,Night,14,2020,October,Night,15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040.0,82 NAGLE AVENUE,NAGLE AVENUE,ELLWOOD STREET,SICKLES STREET,ELLWOOD STREET,SICKLES STREET,nan,NEW YORK,NAGLE AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Night,19,12 MANHATTAN,1021740101.0,MANHATTAN,1004164.0,252754.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.860403635914906,-73.92800789034217,"(40.860403635914906, -73.92800789034217)"
48034753,2020,October,Night,21,2020,October,Night,22,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034.0,4 HENSHAW STREET,HENSHAW STREET,RIVERSIDE DRIVE,DYCKMAN STREET,RIVERSIDE DRIVE,DYCKMAN STREET,nan,NEW YORK,HENSHAW STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,November,Night,2,12 MANHATTAN,1022460130.0,MANHATTAN,1003546.0,255025.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.86663821459053,-73.93023551383152,"(40.86663821459053, -73.93023551383152)"
48160642,2020,November,Afternoon,18,2020,November,Evening,5,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10009.0,133 AVENUE D,AVENUE D,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,5,03 MANHATTAN,1003790037.0,MANHATTAN,991031.0,203188.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.72437823061609,-73.97553570277515,"(40.724378230616104, -73.97553570277516)"
48160643,2020,November,Afternoon,12,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030.0,142 WEST  143 STREET,WEST  143 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,17,10 MANHATTAN,1020110055.0,MANHATTAN,1001221.0,237946.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.81976614669346,-73.93868474635269,"(40.81976614669346, -73.93868474635269)"
48160646,2020,November,Afternoon,20,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11217.0,93 LAFAYETTE AVENUE,LAFAYETTE AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,17,02 BROOKLYN,3021000076.0,BROOKLYN,991351.0,189652.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.68722485258551,-73.97439549034142,"(40.68722485258551, -73.97439549034142)"
48160647,2020,November,Afternoon,17,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459.0,919 PROSPECT AVENUE,PROSPECT AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,17,03 BRONX,2026770070.0,BRONX,1011709.0,238664.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.82171047686264,-73.90078928961124,"(40.821710476862634, -73.90078928961124)"
48160673,2020,November,Afternoon,21,2020,November,Evening,11,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468.0,2386 WALTON AVENUE,WALTON AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,11,05 BRONX,2031840005.0,BRONX,1011556.0,252911.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.860814784209936,-73.90128407682231,"(40.86081478420994, -73.90128407682232)"
48160674,2020,November,Afternoon,20,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455.0,600 TIMPSON PLACE,TIMPSON PLACE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,19,02 BRONX,2026030078.0,BRONX,1011292.0,235060.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.81181980030004,-73.90231045141026,"(40.811819800300036, -73.90231045141026)"
48160679,2020,November,Afternoon,20,,,,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11217.0,93 LAFAYETTE AVENUE,LAFAYETTE AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",2020,November,Afternoon,0,02 BROOKLYN,3021000076.0,BROOKLYN,991351.0,189652.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.68722485258551,-73.97439549034142,"(40.68722485258551, -73.97439549034142)"
48160680,2020,November,Afternoon,11,2020,November,Evening,12,DSNY,Bronx 11,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10461.0,1633 LURTING AVENUE,LURTING AVENUE,PIERCE AVENUE,VAN NEST AVENUE,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted because the items contained mixed materials and/or possible trade (commercial) waste.,2020,November,Evening,12,11 BRONX,2041000021.0,BRONX,1025213.0,247794.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84671735661309,-73.85194299965974,"(40.846717356613084, -73.85194299965974)"
48160682,2020,November,Afternoon,10,2020,November,Night,12,DSNY,BCC - Queens West,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11106.0,23-46 BROADWAY,BROADWAY,23 STREET,CRESCENT STREET,nan,nan,ADDRESS,Astoria,nan,DSNY Garage,Closed,nan,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,2020,November,Night,12,01 QUEENS,4005660047.0,QUEENS,1003635.0,217736.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.76429019768065,-73.93002143705978,"(40.76429019768066, -73.93002143705978)"
48160683,2020,November,Afternoon,8,2020,November,Evening,12,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11207.0,41 SHEFFIELD AVENUE,SHEFFIELD AVENUE,FULTON STREET,ATLANTIC AVENUE,nan,nan,ADDRESS,BROOKLYN,nan,DSNY Garage,Closed,nan,The Department of Sanitation investigated this complaint and found no condition at the location.,2020,November,Evening,12,05 BROOKLYN,3036690011.0,BROOKLYN,1012528.0,185770.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.676527328094416,-73.89805262103924,"(40.676527328094416, -73.89805262103924)"
48160690,2020,November,Afternoon,14,,,,,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10468.0,2615 JEROME AVENUE,JEROME AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Afternoon,0,07 BRONX,2032020053.0,BRONX,1012349.0,254870.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.86618915477058,-73.89840903340249,"(40.86618915477058, -73.89840903340249)"
47907592,2020,October,Evening,12,2020,October,Evening,13,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230.0,905 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,nan,BROOKLYN,NEWKIRK AVENUE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,17,14 BROOKLYN,3054250052.0,BROOKLYN,992967.0,169921.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.633066165772256,-73.96859408828827,"(40.633066165772256, -73.96859408828827)"
47907598,2020,October,Evening,22,2020,October,Evening,23,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11229.0,2525 KINGS HIGHWAY,KINGS HIGHWAY,BEDFORD AVENUE,EAST   26 STREET,BEDFORD AVENUE,EAST   26 STREET,nan,BROOKLYN,KINGS HIGHWAY,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,3,14 BROOKLYN,3067720004.0,BROOKLYN,998453.0,162703.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.61324717086501,-73.94884412652569,"(40.61324717086501, -73.94884412652569)"
48160700,2020,November,Afternoon,4,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10458.0,2334 HUGHES AVENUE,HUGHES AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,10,06 BRONX,2030740004.0,BRONX,1015253.0,250403.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.853918871537225,-73.88793039459689,"(40.853918871537225, -73.88793039459689)"
46059032,2020,April,Night,22,2020,April,Night,22,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11412.0,188-57 120 ROAD,120 ROAD,FARMERS BOULEVARD,LUCAS STREET,FARMERS BOULEVARD,LUCAS STREET,nan,SAINT ALBANS,120 ROAD,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,April,Night,2,12 QUEENS,4126640056.0,QUEENS,1051004.0,189436.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.68638310198247,-73.75930376170615,"(40.686383101982464, -73.75930376170616)"
46059033,2020,April,Night,18,2020,April,Night,18,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465.0,327 BRINSMADE AVENUE,BRINSMADE AVENUE,MILES AVENUE,SAMPSON AVENUE,MILES AVENUE,SAMPSON AVENUE,nan,BRONX,BRINSMADE AVENUE,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,April,Night,22,10 BRONX,2055810090.0,BRONX,1033581.0,237296.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.817860640076816,-73.82177490959724,"(40.81786064007682, -73.82177490959724)"
46059034,2020,April,Night,17,2020,April,Night,17,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11412.0,112 ROAD,112 ROAD,112 ROAD,FARMERS BOULEVARD,112 ROAD,FARMERS BOULEVARD,nan,nan,nan,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,April,Night,21,12 QUEENS,nan,QUEENS,1049825.0,194383.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.69997023673823,-73.7635067276373,"(40.699970236738224, -73.7635067276373)"
46059035,2020,April,Night,20,2020,April,Night,20,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10465.0,3177 HATTING PLACE,HATTING PLACE,LONGSTREET AVENUE,BEND,LONGSTREET AVENUE,BEND,nan,BRONX,HATTING PLACE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,0,10 BRONX,2055230100.0,BRONX,1038600.0,236530.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.815728736332495,-73.80364831867436,"(40.81572873633249, -73.80364831867436)"
48160701,2020,November,Afternoon,12,2020,November,Evening,11,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225.0,1035 WASHINGTON AVENUE,WASHINGTON AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,11,09 BROOKLYN,3011920085.0,BROOKLYN,995030.0,181298.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.664291291570564,-73.96114325852768,"(40.66429129157056, -73.96114325852768)"
